1.000000000000000000e+00 5.205782954101048410e+06 1.333931011290943988e-10 1.466745200000000000e+10 8.751226414460688829e-05 2.415097696939483285e-05 7.618750000000000000e+05 1.504283704653459582e-04 4.074792409211766781e-05 3.108246000000000000e+06
2.000000000000000000e+00 2.607416123279180527e+08 2.844212026083298259e-08 1.462599098700000000e+10 8.517964306520298123e-05 2.439262789266649634e-05 6.576710000000000000e+05 1.657692890306807821e-04 4.647861629714980638e-05 3.070150000000000000e+06
3.000000000000000000e+00 3.506767001548229600e+05 2.743902554869435655e-10 1.463839132800000000e+10 8.958556281868368387e-05 2.500040318409446627e-05 4.737140000000000000e+05 1.866937935986493434e-04 5.419509437848730343e-05 2.989337000000000000e+06
4.000000000000000000e+00 9.093163659673275833e+04 7.536536661381603507e-09 1.463205956100000000e+10 8.543999138055369258e-05 2.323300941498018801e-05 4.377810000000000000e+05 1.659066445230210341e-04 4.600371688175990738e-05 1.482824000000000000e+06
5.000000000000000000e+00 3.657130077866518695e+04 7.408869774120382555e-08 1.461826610800000000e+10 9.061564924195408821e-05 2.571476579760201275e-05 4.150160000000000000e+05 1.905120365159502518e-04 5.624502258073808201e-05 2.973324000000000000e+06
6.000000000000000000e+00 3.144142032412029948e+04 2.359666849356601351e-09 1.467847095500000000e+10 8.561016875319182873e-05 2.372490962443407625e-05 4.193110000000000000e+05 1.813774493505292877e-04 5.129976874213550494e-05 1.484482000000000000e+06
7.000000000000000000e+00 1.742566569645031355e+06 6.786530181745126471e-11 1.462506954000000000e+10 9.006619075080379844e-05 2.556050458224490285e-05 4.152530000000000000e+05 1.745860311477230305e-04 5.004970744065372084e-05 1.444189000000000000e+06
8.000000000000000000e+00 5.893667554598194693e+04 4.469055370091570057e-10 1.461929753900000000e+10 8.577790868002921343e-05 2.386693995504174381e-05 4.959460000000000000e+05 1.610479221739725378e-04 4.527455882797373722e-05 2.967697000000000000e+06
9.000000000000000000e+00 1.256804982031618965e+04 1.186448792588599937e-11 1.465942167500000000e+10 8.819630602374672890e-05 2.388351276749745011e-05 4.592060000000000000e+05 1.860460253462942236e-04 5.416807732843879837e-05 1.433231000000000000e+06
1.000000000000000000e+01 1.085366445299325715e+05 7.730287278870361648e-07 1.460305834100000000e+10 8.531160710845142603e-05 2.320840212632901967e-05 4.506350000000000000e+05 1.777036063695092128e-04 4.974732982852984783e-05 1.426613000000000000e+06
1.100000000000000000e+01 1.874450382504968147e+05 2.917415998950750974e-11 1.462918014500000000e+10 8.331400749739259481e-05 2.423165460641030222e-05 4.369320000000000000e+05 1.452773854510150170e-04 3.992950419240676836e-05 1.548946000000000000e+06
1.200000000000000000e+01 3.858359091306407936e+05 8.567391381372105610e-11 1.475252460500000000e+10 9.012260852614417672e-05 2.501727067283354700e-05 4.714270000000000000e+05 1.767306918912311541e-04 5.008405082874050539e-05 1.431997000000000000e+06
1.300000000000000000e+01 7.498736447908945382e+06 1.447668837246625351e-07 1.471488531800000000e+10 8.624792098999023438e-05 2.371472328377421945e-05 4.724210000000000000e+05 1.646309399007031939e-04 4.543442893951091667e-05 3.069158000000000000e+06
1.400000000000000000e+01 2.961101930929951050e+04 1.485450733845214341e-11 1.463080790900000000e+10 8.667523798067122698e-05 2.362592022109311074e-05 4.493270000000000000e+05 1.689503820131935531e-04 4.782723189016566730e-05 1.480665000000000000e+06
