1 1.6445218071901995e+03 9.3405166929123413e-12 728613119 1.6445218071987360e+03 4.7845451131373949e-11 1488606 9.3519420261145569e-06 7.3182320647902088e-07 229388
2 1.6000877566520963e+05 1.1780948206408317e-11 585801182 1.6000877085136354e+05 3.1854603032911629e-08 1226479 1.0559460861259140e-05 8.5701742591481889e-07 194385
3 5.1749776840936288e+05 1.2312166774016496e-09 586574266 5.1750597178634349e+05 3.1352005726791898e-05 1197364 1.0225598998658825e-05 1.0588579471004778e-06 696926
4 1.6816418811290023e+03 2.5258870380144036e-07 584091656 1.6816421001127533e+03 7.4523344866531677e-10 1192877 9.1093170340172946e-06 7.4191285648339544e-07 196528
5 7.9411127215574845e+04 1.6583926892161129e-13 584873351 7.9411135768591572e+04 4.0860642911936824e-06 1201454 1.1302002349111717e-05 8.5672996874563978e-07 190527
6 3.1247087298980427e+04 4.9900199746969106e-10 584237268 3.1247093569266595e+04 1.9459472414699411e-07 1194165 8.4838193288305774e-06 7.8777753742542700e-07 198120
7 2.9527965039378332e+03 2.6365767626701894e-13 585620327 2.9527965441031242e+03 3.0301590791703363e-08 1206213 1.0356317034165841e-05 7.5597972681862302e-07 686640
8 4.4029734743229455e+03 1.2203786212681472e-11 589192682 4.4029762463638663e+03 5.9869909542372175e-07 1224519 9.0464618551777676e-06 8.5578432162947138e-07 188798
9 5.6690082601268023e+03 1.1366661797591144e-12 585454971 5.6690082638869826e+03 4.7616977317401479e-09 1189981 8.6379714048234746e-06 7.6205617460800568e-07 188860
10 8.3179996982849952e+03 1.3273943351789056e-13 587168663 8.3179996974901878e+03 5.2416112523575591e-11 1203168 9.0097037173109129e-06 1.0590040346869500e-06 190668
11 7.0978122870526742e+04 4.0019850310196425e-13 583836262 7.0978885228457220e+04 4.1406257042284396e-06 1195254 8.2673195720417425e-06 8.4954899648437276e-07 197023
12 8.9476862976313205e+03 5.0822898318065448e-14 589909844 8.9476862962904361e+03 1.9313270580220287e-10 1228724 9.5730774773983285e-06 7.8979201134643517e-07 691069
13 2.6346273815149234e+03 1.2206558270945602e-11 587588452 2.6346273719419110e+03 1.9055890856270072e-09 1192723 7.7030908869346604e-06 7.8936932368378621e-07 196023
14 6.0727814945418286e+03 6.2961523145364907e-13 586314823 6.0727813702237518e+03 4.5164443127035453e-09 1211958 8.2630394899751991e-06 8.6707524360463140e-07 190995
15 1.2144070299619030e+04 3.0803113092234029e-12 584183305 1.2144066171313050e+04 4.8038429981128381e-07 1178816 7.2417874434904661e-06 7.5862453741137870e-07 189978
16 6.0113743324170886e+04 9.8216285313766307e-12 585476715 6.0115275606809650e+04 4.7774860313355014e-05 1181503 9.1015317593701184e-06 8.8352692273474531e-07 188847
17 2.6679931237105280e+04 7.7532236921041712e-13 585366697 2.6679966220306658e+04 3.4088489729418766e-06 1217329 7.4024005698447581e-06 8.3301046061023953e-07 189819
18 8.3207614572440129e+04 1.4270764625765819e-13 586357934 8.3208532161151932e+04 9.7534029038910818e-06 1187942 7.5889192885369994e-06 7.2528553118900163e-07 195498
19 2.4830773660661512e+03 2.5862835274410699e-12 584182293 2.4830773683379985e+03 6.9124022092320928e-11 1189358 8.8314391177846119e-06 9.8755447197618196e-07 189863
20 6.9960716515413023e+03 1.3260078541419869e-13 587009465 6.9960716595770291e+03 1.7933546402467525e-09 1208561 7.8119046520441771e-06 7.4353164336571353e-07 196241
21 2.0503538435907900e+04 2.9418184968476505e-13 586057490 2.0503533780022153e+04 2.0792503121892883e-07 1201113 9.1529209385043941e-06 7.6824227335237083e-07 686044
22 2.4916036339712446e+03 5.9301461181461203e-10 586276252 2.4916036020251759e+03 6.3509863711685741e-09 1172151 7.8284065239131451e-06 9.1413397740325308e-07 190703
23 2.8765821178716124e+03 5.5267101538044744e-10 584668511 2.8765825013928411e+03 1.7455669467694010e-07 1197463 8.2375818237778731e-06 9.9011458587483503e-07 195424
24 6.6782132111450592e+03 7.2234290006690064e-13 586015513 6.6782132489709829e+03 9.5978495928104085e-09 1190367 1.0998612196999602e-05 8.1042588817581418e-07 189525
25 2.0895772509965363e+03 1.3638651773445224e-12 584985232 2.0895772510267880e+03 4.2338623173135295e-10 1177054 8.9558361651143059e-06 1.0172371958105941e-06 189318
26 9.1942424482674924e+03 9.8939809976916232e-12 585543687 9.1942425166836092e+03 8.4486932767990743e-09 1178503 8.1910220615100116e-06 8.4034184055781225e-07 190146
27 7.1058940020228838e+03 3.9677394212374265e-14 586324642 7.1058939937193545e+03 1.7029803838367065e-09 1209347 7.9489163908874616e-06 7.4662870019892580e-07 191987
28 9.6758572219593516e+03 1.2411520439290405e-09 584387790 9.6758572212354120e+03 4.1827786010784879e-11 1179780 7.5441566877998412e-06 9.2479416480273358e-07 190228
29 1.4221033410283137e+04 1.6996760266663993e-10 584645748 1.4220743702564727e+04 2.4622356441790338e-05 1203451 7.3340206654393114e-06 7.7377177376547479e-07 189602
30 1.3234546184424896e+03 1.0477902136320438e-08 586776176 1.3234546139689137e+03 3.6696981663278783e-11 1213568 9.0287103375885636e-06 9.1104277544218348e-07 189155
31 8.8953534539365268e+04 5.3281286847366944e-13 583283123 8.8959372596347792e+04 1.9130803719426398e-04 1174692 9.9817598311346956e-06 8.0355130194220692e-07 189185
32 1.2408898161661101e+05 1.5831450385330173e-14 592978214 1.2355564200447741e+05 2.5411548456130183e-03 1196663 1.0821263458637986e-05 8.8974479695025366e-07 196537
33 2.1482473100617658e+03 2.1243701773175759e-09 585879056 2.1482473195360490e+03 5.5074793984933756e-09 1212487 8.5431611296371557e-06 8.9016344873016351e-07 189472
34 3.5216944960878454e+03 4.9468717493278781e-13 590334179 3.5216944901065235e+03 9.4351939416212266e-10 1183916 8.2340939115965739e-06 9.1561895487757283e-07 197456
35 1.1169306307744879e+04 3.4313775338165445e-13 585103601 1.1169306496294819e+04 6.8670186833945674e-07 1201361 1.1261161489528604e-05 8.9751199539023219e-07 685942
36 1.2767770460431617e+04 1.7170297867129669e-11 585266860 1.2767766782722381e+04 3.9727330834815404e-07 1228769 7.3541973506507929e-06 7.2971704412339022e-07 197592
37 1.8541709204017745e+04 6.4659406675264270e-12 588498224 1.9327994370031905e+04 3.4890288175582852e-02 1190580 7.5254092735121958e-06 7.7893639627291122e-07 191541
38 3.0160322291557245e+03 1.2755707818070696e-12 585700533 3.0160331128587659e+03 3.0829352804353194e-07 1190589 7.4962131293432321e-06 7.4169798836010159e-07 196252
39 9.2955672598322381e+03 5.2734754174692480e-12 583709214 9.2950781343154995e+03 1.9054572363540421e-05 1210373 9.8190957942279056e-06 8.1082725955639035e-07 189160
40 3.8347625323323828e+03 2.5593010699745495e-11 585684260 3.8347625041250003e+03 3.4836477617784438e-08 1175966 9.2935897555435076e-06 8.1526536632736679e-07 189315
41 1.2607875229559695e+03 7.2912551673422360e-08 585039306 1.2607875981740249e+03 5.5092887720728135e-10 1197536 9.3098633442423306e-06 9.4526956218032865e-07 189354
42 5.8017140238508779e+04 3.1456209958515532e-11 591421588 5.8020733934499600e+04 1.7099839744162668e-04 1317748 1.1489448297652416e-05 8.2134596368632629e-07 204777
43 9.0691259838492813e+04 1.4173038001795228e-12 585495597 9.0685947485678393e+04 5.0680966519332670e-05 1184218 7.4969489105569664e-06 8.4298795854920172e-07 189638
44 4.5920737861789330e+03 2.9292705791677940e-13 584447998 4.5920737923880633e+03 6.5525825959180425e-09 1172790 7.4682779995782766e-06 7.4494744239927968e-07 188898
45 6.7004308189545582e+03 2.0422272694488653e-10 584660759 6.7004346868458952e+03 4.2761879176783528e-07 1188633 9.7373686003265902e-06 8.8948814891409711e-07 189226
46 1.2363934353260390e+05 1.9890704716864524e-14 585003471 1.2364955757697644e+05 8.9330309741227635e-05 1189413 7.9878636825014837e-06 8.8736163661451428e-07 189776
47 7.8031153154344865e+03 2.3346033142017458e-13 590910311 7.8031232834391876e+03 3.5783770099637823e-06 1234971 8.2602700786083005e-06 8.3636547287824214e-07 295583
48 1.2211688944618370e+04 9.8905971928373106e-14 586089988 1.2211688941309691e+04 5.5271308523580912e-11 1192075 1.0199722964898683e-05 9.0372554950590711e-07 192289
49 1.9398181281668994e+03 4.1772929134538974e-11 585520146 1.9398181255855748e+03 3.2659542668221546e-09 1188972 7.8559005487477407e-06 8.5571434738085372e-07 189627
50 2.2899346399549884e+05 1.9425137160659814e-12 584994493 2.2899350039117545e+05 9.2824281105046510e-08 1188387 8.1369262261432596e-06 1.0315790177628514e-06 189885
51 2.1767099310637354e+03 5.8358315540255321e-12 586895715 2.1767099311031216e+03 1.7849070683477398e-11 1193030 7.9094552347669378e-06 9.2071582002972718e-07 191352
52 1.6098751560590257e+04 1.1705709073035808e-12 583918026 1.6098751561730200e+04 6.5063720707420398e-10 1172156 8.0415920820087194e-06 6.7789585500577232e-07 189108
53 9.1632890627349727e+05 1.2899294991274946e-11 586042053 1.3806407009259211e+06 9.6094397070039722e-02 1190306 1.1451899808889721e-05 8.0077654729393544e-07 197000
54 9.0467688196317540e+03 1.0194000156127437e-13 583817281 9.0467688176574993e+03 2.5173140395769464e-09 1198842 7.4292634053563233e-06 8.0418368497703341e-07 188930
55 2.3782369700301624e+03 4.0281858632713483e-11 584354283 2.3782369698906809e+03 5.4974968017873903e-11 1199885 9.2957743618171662e-06 1.0043133897852385e-06 195361
56 1.0639172256423311e+04 9.0751381040871507e-13 586014584 1.0639170447357097e+04 4.3860573916149166e-06 1205160 7.8510402090614662e-06 7.1223678332898999e-07 189590
57 1.0440430198626089e+05 9.7831115236370289e-13 582485004 1.0541180411403227e+05 1.4820627723656417e-02 1193251 7.1668350756226573e-06 8.3137967976654181e-07 692205
58 2.7877448489693970e+03 1.8100698962844233e-11 586060044 2.7878788774420859e+03 2.7810077187382106e-05 1186397 7.1318027039524168e-06 7.4723715215441189e-07 191056
59 4.9069294202017827e+03 1.9016812432175798e-13 585336897 4.9069294194910999e+03 4.8574610639712992e-11 1192198 9.3009803094901145e-06 7.3786145549092907e-07 189545
60 8.8584831405154619e+03 1.2910855507002056e-10 587258779 8.8584822672984701e+03 5.9848891581395270e-07 1205528 7.9365927376784384e-06 9.5681866696395446e-07 195135
